unnecessary#a  necessary#a
certain#a#7  sure#a#2  278
certain#a#6  sure#a#5  194
certain#a#3  sure#a#9  84
certain#a#3  sure#a#3  38
certain#a#4  sure#a#2  25
certain#a#7  sure#a#3  25
certain#a#2  sure#a#3  25
certain#a#6  sure#a#6  22
certain#a#4  sure#a#1  20
certain#a#6  sure#a#3  19
certain#a#3  sure#a#1  19
certain#a#4  sure#a#5  18
certain#a#2  sure#a#6  17
certain#a#4  sure#a#8  17
certain#a#2  sure#a#9  16
certain#a#6  sure#a#1  16
certain#a#2  sure#a#5  16
certain#a#6  sure#a#7  15
certain#a#7  sure#a#5  13
certain#a#1  sure#a#3  13
certain#a#3  sure#a#8  13
certain#a#6  sure#a#8  13
certain#a#6  sure#a#2  13
certain#a#4  sure#a#9  12
certain#a#5  sure#a#3  12
certain#a#7  sure#a#8  11
certain#a#6  sure#a#4  11
certain#a#3  sure#a#5  11
certain#a#2  sure#a#7  11
certain#a#7  sure#a#1  10
certain#a#3  sure#a#2  10
certain#a#2  sure#a#2  10
certain#a#7  sure#a#9  10
certain#a#4  sure#a#4  9
certain#a#6  sure#a#9  9
certain#a#1  sure#a#5  9
certain#a#2  sure#a#4  9
certain#a#2  sure#a#8  8
certain#a#7  sure#a#7  8
certain#a#1  sure#a#1  8
certain#a#1  sure#a#8  8
certain#a#7  sure#a#6  8
certain#a#4  sure#a#6  8
certain#a#4  sure#a#7  8
certain#a#1  sure#a#2  7
certain#a#7  sure#a#4  7
certain#a#3  sure#a#4  6
certain#a#3  sure#a#7  6
certain#a#3  sure#a#6  6
certain#a#1  sure#a#7  5
certain#a#1  sure#a#6  4
certain#a#1  sure#a#9  4
certain#a#1  sure#a#4  3
certain#a#5  sure#a#5  2
certain#a#5  sure#a#1  2
certain#a#5  sure#a#9  1
certain#a#5  sure#a#8  1
certain#a#5  sure#a#2  1
certain#a#5  sure#a#7  0
certain#a#5  sure#a#6  0
certain#a#5  sure#a#4  0

delightful#a  wonderful#a
delightful#a  wonderful#a  (all senses)
delightful#a#1  wonderful#a#1  6

bizarre#a  strange#a
bizarre#a  strange#a  (all senses)
bizarre#a#1  strange#a#1  17
bizarre#a#1  strange#a#3  16
bizarre#a#1  strange#a#2  5

smart#a  intelligent#a
smart#a  intelligent#a  (all senses)
smart#a#1  intelligent#a#1  230
smart#a#3  intelligent#a#1  214
smart#a#2  intelligent#a#1  13
smart#a#6  intelligent#a#1  13
smart#a#5  intelligent#a#1  12
smart#a#1  intelligent#a#4  11
smart#a#4  intelligent#a#1  10
smart#a#7  intelligent#a#1  9
smart#a#4  intelligent#a#3  9
smart#a#3  intelligent#a#4  8
smart#a#1  intelligent#a#2  8
smart#a#2  intelligent#a#3  6
smart#a#1  intelligent#a#3  6
smart#a#4  intelligent#a#4  5
smart#a#6  intelligent#a#3  5
smart#a#2  intelligent#a#2  4
smart#a#3  intelligent#a#2  4
smart#a#5  intelligent#a#3  4
smart#a#7  intelligent#a#3  4
smart#a#7  intelligent#a#4  3
smart#a#5  intelligent#a#2  3
smart#a#3  intelligent#a#3  3
smart#a#5  intelligent#a#4  3
smart#a#4  intelligent#a#2  2
smart#a#6  intelligent#a#4  2
smart#a#7  intelligent#a#2  2
smart#a#2  intelligent#a#4  2
smart#a#6  intelligent#a#2  2

easy#a  flexible#a
easy#a  flexible#a  (all senses)
easy#a#1  flexible#a#2  16
easy#a#1  flexible#a#5  14
easy#a#1  flexible#a#3  13
easy#a#3  flexible#a#5  9
easy#a#3  flexible#a#2  8
easy#a#3  flexible#a#3  7
easy#a#2  flexible#a#5  6
easy#a#1  flexible#a#4  6
easy#a#5  flexible#a#3  6
easy#a#3  flexible#a#1  6
easy#a#8  flexible#a#3  5
easy#a#6  flexible#a#3  5
easy#a#7  flexible#a#5  5
easy#a#3  flexible#a#4  5
easy#a#1  flexible#a#1  5
easy#a#11  flexible#a#3  5
easy#a#5  flexible#a#5  5
easy#a#2  flexible#a#4  4
easy#a#8  flexible#a#1  4
easy#a#9  flexible#a#5  4
easy#a#10  flexible#a#5  4
easy#a#11  flexible#a#5  4
easy#a#11  flexible#a#4  4
easy#a#6  flexible#a#2  4
easy#a#5  flexible#a#2  4
easy#a#2  flexible#a#3  4
easy#a#6  flexible#a#5  4
easy#a#12  flexible#a#5  3
easy#a#6  flexible#a#1  3
easy#a#5  flexible#a#1  3
easy#a#6  flexible#a#4  3
easy#a#2  flexible#a#2  3
easy#a#8  flexible#a#2  3
easy#a#8  flexible#a#4  2
easy#a#2  flexible#a#1  2
easy#a#9  flexible#a#2  2
easy#a#7  flexible#a#3  2
easy#a#9  flexible#a#3  2
easy#a#11  flexible#a#1  2
easy#a#8  flexible#a#5  2
easy#a#5  flexible#a#4  2
easy#a#11  flexible#a#2  2
easy#a#10  flexible#a#3  2
easy#a#4  flexible#a#4  1
easy#a#12  flexible#a#2  1
easy#a#12  flexible#a#4  1
easy#a#9  flexible#a#4  1
easy#a#10  flexible#a#2  1
easy#a#12  flexible#a#1  1
easy#a#7  flexible#a#1  1
easy#a#9  flexible#a#1  1
easy#a#10  flexible#a#4  1
easy#a#12  flexible#a#3  1
easy#a#7  flexible#a#2  0
easy#a#4  flexible#a#2  0
easy#a#4  flexible#a#3  0
easy#a#4  flexible#a#5  0
easy#a#7  flexible#a#4  0
easy#a#10  flexible#a#1  0
easy#a#4  flexible#a#1  0

wonderful#a  great#a
wonderful#a  great#a  (all senses)
wonderful#a#1  great#a#3  161
wonderful#a#1  great#a#1  16
wonderful#a#1  great#a#4  13
wonderful#a#1  great#a#2  13
wonderful#a#1  great#a#6  6
wonderful#a#1  great#a#5  4

harsh#a  cruel#a
harsh#a  cruel#a  (all senses)
harsh#a#3  cruel#a#1  20
harsh#a#2  cruel#a#1  9
harsh#a#4  cruel#a#1  8
harsh#a#1  cruel#a#1  6
harsh#a#5  cruel#a#1  4
harsh#a#6  cruel#a#1  4

recent#a  new#a
recent#a  new#a  (all senses)
recent#a#1  new#a#1  392
recent#a#2  new#a#1  43
recent#a#1  new#a#2  16
recent#a#2  new#a#8  16
recent#a#1  new#a#7  15
recent#a#2  new#a#9  13
recent#a#2  new#a#5  13
recent#a#2  new#a#2  11
recent#a#1  new#a#5  9
recent#a#2  new#a#11  9
recent#a#1  new#a#10  8
recent#a#2  new#a#4  8
recent#a#1  new#a#11  7
recent#a#1  new#a#9  7
recent#a#1  new#a#8  6
recent#a#2  new#a#6  6
recent#a#2  new#a#3  6
recent#a#1  new#a#4  6
recent#a#2  new#a#7  6
recent#a#1  new#a#3  6
recent#a#2  new#a#10  5
recent#a#1  new#a#6  4

happy#a  angry#a
happy#a  angry#a  (all senses)
happy#a#1  angry#a#1  59
happy#a#1  angry#a#2  37
happy#a#1  angry#a#3  13
happy#a#4  angry#a#1  8
happy#a#3  angry#a#1  8
happy#a#4  angry#a#2  4
happy#a#3  angry#a#2  4
happy#a#2  angry#a#1  4
happy#a#4  angry#a#3  3
happy#a#3  angry#a#3  2
happy#a#2  angry#a#3  2
happy#a#2  angry#a#2  1

happy#a  young#a
happy#a  young#a  (all senses)
happy#a#1  young#a#1  46
happy#a#1  young#a#4  21
happy#a#1  young#a#3  19
happy#a#1  young#a#2  12
happy#a#1  young#a#5  11
happy#a#4  young#a#1  8
happy#a#3  young#a#1  7
happy#a#4  young#a#3  4
happy#a#4  young#a#2  4
happy#a#3  young#a#2  4
happy#a#3  young#a#5  4
happy#a#3  young#a#3  4
happy#a#3  young#a#4  3
happy#a#4  young#a#5  3
happy#a#4  young#a#4  3
happy#a#2  young#a#4  2
happy#a#2  young#a#5  2
happy#a#2  young#a#1  1
happy#a#2  young#a#3  0
happy#a#2  young#a#2  0

delightful#a  cheerful#a
delightful#a  cheerful#a  (all senses)
delightful#a#1  cheerful#a#1  9
delightful#a#1  cheerful#a#2  0

new#a  ancient#a
new#a  ancient#a  (all senses)
new#a#1  ancient#a#1  28
new#a#8  ancient#a#1  18
new#a#1  ancient#a#2  16
new#a#9  ancient#a#2  15
new#a#9  ancient#a#1  13
new#a#8  ancient#a#2  12
new#a#2  ancient#a#1  10
new#a#5  ancient#a#1  9
new#a#11  ancient#a#1  6
new#a#10  ancient#a#1  5
new#a#7  ancient#a#1  5
new#a#7  ancient#a#2  5
new#a#10  ancient#a#2  4
new#a#2  ancient#a#2  4
new#a#4  ancient#a#1  4
new#a#3  ancient#a#1  3
new#a#4  ancient#a#2  3
new#a#6  ancient#a#1  3
new#a#5  ancient#a#2  2
new#a#3  ancient#a#2  2
new#a#6  ancient#a#2  1
new#a#11  ancient#a#2  0

big#a  broad#a
big#a  broad#a  (all senses)
big#a#1  broad#a#6  222
big#a#1  broad#a#1  86
big#a#5  broad#a#1  23
big#a#1  broad#a#5  22
big#a#1  broad#a#3  20
big#a#5  broad#a#6  19
big#a#13  broad#a#1  18
big#a#3  broad#a#1  15
big#a#11  broad#a#8  14
big#a#1  broad#a#2  13
big#a#8  broad#a#1  13
big#a#12  broad#a#8  12
big#a#10  broad#a#1  12
big#a#4  broad#a#1  12
big#a#12  broad#a#1  11
big#a#7  broad#a#1  11
big#a#1  broad#a#7  10
big#a#9  broad#a#1  10
big#a#2  broad#a#1  10
big#a#12  broad#a#3  9
big#a#1  broad#a#8  9
big#a#4  broad#a#8  8
big#a#11  broad#a#1  8
big#a#5  broad#a#4  7
big#a#3  broad#a#6  7
big#a#11  broad#a#6  7
big#a#4  broad#a#5  7
big#a#5  broad#a#3  7
big#a#10  broad#a#5  7
big#a#8  broad#a#5  7
big#a#5  broad#a#2  7
big#a#13  broad#a#2  6
big#a#3  broad#a#5  6
big#a#1  broad#a#4  6
big#a#9  broad#a#3  6
big#a#3  broad#a#3  6
big#a#7  broad#a#5  6
big#a#5  broad#a#5  6
big#a#8  broad#a#6  6
big#a#13  broad#a#3  6
big#a#8  broad#a#3  5
big#a#3  broad#a#8  5
big#a#11  broad#a#7  5
big#a#3  broad#a#2  5
big#a#12  broad#a#6  5
big#a#13  broad#a#6  5
big#a#5  broad#a#8  5
big#a#12  broad#a#7  5
big#a#8  broad#a#2  5
big#a#9  broad#a#2  5
big#a#10  broad#a#3  5
big#a#4  broad#a#3  5
big#a#4  broad#a#7  5
big#a#7  broad#a#6  5
big#a#8  broad#a#8  5
big#a#2  broad#a#6  4
big#a#10  broad#a#6  4
big#a#9  broad#a#7  4
big#a#4  broad#a#6  4
big#a#2  broad#a#7  4
big#a#13  broad#a#5  4
big#a#7  broad#a#3  4
big#a#2  broad#a#2  4
big#a#13  broad#a#7  4
big#a#2  broad#a#3  4
big#a#12  broad#a#2  4
big#a#10  broad#a#7  4
big#a#9  broad#a#8  3
big#a#10  broad#a#2  3
big#a#2  broad#a#8  3
big#a#12  broad#a#4  3
big#a#11  broad#a#3  3
big#a#12  broad#a#5  3
big#a#7  broad#a#8  3
big#a#2  broad#a#5  3
big#a#11  broad#a#2  3
big#a#4  broad#a#2  3
big#a#10  broad#a#8  3
big#a#7  broad#a#2  3
big#a#11  broad#a#4  3
big#a#13  broad#a#4  3
big#a#8  broad#a#7  3
big#a#5  broad#a#7  3
big#a#9  broad#a#5  3
big#a#9  broad#a#6  3
big#a#13  broad#a#8  3
big#a#8  broad#a#4  2
big#a#2  broad#a#4  2
big#a#3  broad#a#4  2
big#a#11  broad#a#5  2
big#a#6  broad#a#1  2
big#a#3  broad#a#7  2
big#a#7  broad#a#7  2
big#a#6  broad#a#6  2
big#a#10  broad#a#4  1
big#a#9  broad#a#4  1
big#a#6  broad#a#2  1
big#a#6  broad#a#5  1
big#a#4  broad#a#4  1
big#a#6  broad#a#3  0
big#a#6  broad#a#8  0
big#a#6  broad#a#4  0
big#a#6  broad#a#7  0
big#a#7  broad#a#4  0

weird#a  odd#a
weird#a  odd#a  (all senses)
weird#a#2  odd#a#4  238
weird#a#1  odd#a#4  14
weird#a#2  odd#a#5  13
weird#a#1  odd#a#5  7
weird#a#1  odd#a#6  6
weird#a#2  odd#a#2  5
weird#a#2  odd#a#6  4
weird#a#1  odd#a#2  4
weird#a#1  odd#a#3  2
weird#a#2  odd#a#1  1
weird#a#2  odd#a#3  1
weird#a#1  odd#a#1  1

polite#a  proper#a
polite#a  proper#a  (all senses)
polite#a#1  proper#a#1  21
polite#a#2  proper#a#1  18
polite#a#3  proper#a#1  17
polite#a#3  proper#a#4  8
polite#a#1  proper#a#4  7
polite#a#3  proper#a#3  5
polite#a#2  proper#a#2  3
polite#a#2  proper#a#4  2
polite#a#3  proper#a#2  2
polite#a#2  proper#a#3  1
polite#a#1  proper#a#2  0
polite#a#1  proper#a#3  0

nice#a  cruel#a
nice#a  cruel#a  (all senses)
nice#a#1  cruel#a#1  19
nice#a#3  cruel#a#1  8
nice#a#2  cruel#a#1  7
nice#a#4  cruel#a#1  4
nice#a#5  cruel#a#1  2

dreary#a  dull#a
dreary#a  dull#a  (all senses)
dreary#a#1  dull#a#1  128
dreary#a#1  dull#a#2  15
dreary#a#1  dull#a#4  15
dreary#a#1  dull#a#7  14
dreary#a#2  dull#a#4  11
dreary#a#1  dull#a#10  11
dreary#a#1  dull#a#9  11
dreary#a#1  dull#a#8  9
dreary#a#2  dull#a#12  9
dreary#a#2  dull#a#1  9
dreary#a#2  dull#a#3  8
dreary#a#1  dull#a#3  7
dreary#a#1  dull#a#11  6
dreary#a#1  dull#a#12  6
dreary#a#2  dull#a#2  5
dreary#a#2  dull#a#9  4
dreary#a#2  dull#a#5  3
dreary#a#1  dull#a#5  3
dreary#a#1  dull#a#6  3
dreary#a#2  dull#a#8  3
dreary#a#2  dull#a#11  2
dreary#a#2  dull#a#7  2
dreary#a#2  dull#a#10  1
dreary#a#2  dull#a#6  1

beautiful#a  wonderful#a
beautiful#a  wonderful#a  (all senses)
beautiful#a#1  wonderful#a#1  21
beautiful#a#2  wonderful#a#1  5

restless#a  young#a
restless#a  young#a  (all senses)
restless#a#3  young#a#5  6
restless#a#3  young#a#1  5
restless#a#1  young#a#1  5
restless#a#3  young#a#4  4
restless#a#1  young#a#3  3
restless#a#2  young#a#4  3
restless#a#1  young#a#5  2
restless#a#2  young#a#1  2
restless#a#3  young#a#2  2
restless#a#1  young#a#4  2
restless#a#3  young#a#3  2
restless#a#2  young#a#3  2
restless#a#1  young#a#2  1
restless#a#2  young#a#5  1
restless#a#2  young#a#2  0

sly#a  tough#a
sly#a  tough#a  (all senses)
sly#a#1  tough#a#5  10
sly#a#1  tough#a#1  9
sly#a#1  tough#a#3  7
sly#a#1  tough#a#7  6
sly#a#1  tough#a#4  6
sly#a#1  tough#a#2  5
sly#a#1  tough#a#9  5
sly#a#1  tough#a#6  4
sly#a#1  tough#a#8  3

strange#a  sly#a
strange#a  sly#a  (all senses)
strange#a#3  sly#a#1  13
strange#a#1  sly#a#1  12
strange#a#2  sly#a#1  2

easy#a  difficult#a
easy#a  difficult#a  (all senses)
easy#a#1  difficult#a#1  83
easy#a#1  difficult#a#2  19
easy#a#3  difficult#a#1  19
easy#a#5  difficult#a#1  16
easy#a#12  difficult#a#1  12
easy#a#2  difficult#a#1  12
easy#a#8  difficult#a#1  12
easy#a#3  difficult#a#2  11
easy#a#9  difficult#a#1  11
easy#a#11  difficult#a#1  11
easy#a#10  difficult#a#1  9
easy#a#7  difficult#a#1  8
easy#a#5  difficult#a#2  8
easy#a#8  difficult#a#2  7
easy#a#2  difficult#a#2  7
easy#a#6  difficult#a#1  6
easy#a#6  difficult#a#2  5
easy#a#11  difficult#a#2  4
easy#a#12  difficult#a#2  4
easy#a#9  difficult#a#2  3
easy#a#4  difficult#a#1  3
easy#a#10  difficult#a#2  3
easy#a#7  difficult#a#2  2
easy#a#4  difficult#a#2  0

violent#a  angry#a
violent#a  angry#a  (all senses)
violent#a#1  angry#a#1  35
violent#a#1  angry#a#2  17
violent#a#4  angry#a#1  16
violent#a#5  angry#a#1  10
violent#a#5  angry#a#2  10
violent#a#3  angry#a#2  9
violent#a#1  angry#a#3  9
violent#a#2  angry#a#1  7
violent#a#4  angry#a#2  7
violent#a#2  angry#a#3  6
violent#a#3  angry#a#1  6
violent#a#2  angry#a#2  6
violent#a#5  angry#a#3  4
violent#a#3  angry#a#3  3
violent#a#4  angry#a#3  2

happy#a  mad#a
happy#a  mad#a  (all senses)
happy#a#1  mad#a#3  31
happy#a#1  mad#a#1  15
happy#a#1  mad#a#2  11
happy#a#1  mad#a#4  10
happy#a#2  mad#a#3  10
happy#a#3  mad#a#3  6
happy#a#4  mad#a#4  5
happy#a#3  mad#a#4  5
happy#a#3  mad#a#2  5
happy#a#4  mad#a#3  5
happy#a#3  mad#a#1  4
happy#a#2  mad#a#4  4
happy#a#4  mad#a#1  4
happy#a#2  mad#a#1  3
happy#a#4  mad#a#2  3
happy#a#2  mad#a#2  1

bad#a  guilty#a
bad#a  guilty#a  (all senses)
bad#a#1  guilty#a#1  50
bad#a#5  guilty#a#1  27
bad#a#5  guilty#a#2  19
bad#a#1  guilty#a#2  16
bad#a#2  guilty#a#1  11
bad#a#8  guilty#a#1  10
bad#a#4  guilty#a#1  10
bad#a#4  guilty#a#2  9
bad#a#6  guilty#a#1  8
bad#a#10  guilty#a#1  8
bad#a#3  guilty#a#1  8
bad#a#12  guilty#a#1  7
bad#a#7  guilty#a#1  7
bad#a#14  guilty#a#1  7
bad#a#11  guilty#a#1  7
bad#a#11  guilty#a#2  5
bad#a#3  guilty#a#2  5
bad#a#7  guilty#a#2  5
bad#a#10  guilty#a#2  5
bad#a#6  guilty#a#2  5
bad#a#9  guilty#a#1  5
bad#a#12  guilty#a#2  4
bad#a#2  guilty#a#2  4
bad#a#9  guilty#a#2  3
bad#a#14  guilty#a#2  3
bad#a#8  guilty#a#2  2
bad#a#13  guilty#a#1  2
bad#a#13  guilty#a#2  2

illegal#a  immoral#a
illegal#a  immoral#a  (all senses)
illegal#a#1  immoral#a#1  41
illegal#a#1  immoral#a#2  26

new#a  fresh#a
new#a  fresh#a  (all senses)
new#a#2  fresh#a#4  455
new#a#1  fresh#a#1  450
new#a#1  fresh#a#2  442
new#a#7  fresh#a#4  271
new#a#1  fresh#a#4  37
new#a#2  fresh#a#1  36
new#a#7  fresh#a#1  32
new#a#2  fresh#a#2  25
new#a#1  fresh#a#11  22
new#a#7  fresh#a#2  21
new#a#9  fresh#a#4  19
new#a#1  fresh#a#12  15
new#a#2  fresh#a#12  15
new#a#9  fresh#a#2  14
new#a#10  fresh#a#1  13
new#a#9  fresh#a#1  13
new#a#9  fresh#a#12  12
new#a#10  fresh#a#2  12
new#a#1  fresh#a#7  12
new#a#10  fresh#a#4  12
new#a#8  fresh#a#4  11
new#a#5  fresh#a#1  11
new#a#7  fresh#a#12  11
new#a#1  fresh#a#5  11
new#a#2  fresh#a#11  10
new#a#6  fresh#a#1  9
new#a#1  fresh#a#9  9
new#a#8  fresh#a#2  8
new#a#5  fresh#a#4  8
new#a#4  fresh#a#1  8
new#a#4  fresh#a#2  8
new#a#3  fresh#a#1  8
new#a#1  fresh#a#6  7
new#a#3  fresh#a#12  7
new#a#7  fresh#a#11  7
new#a#4  fresh#a#11  7
new#a#8  fresh#a#1  7
new#a#5  fresh#a#11  6
new#a#2  fresh#a#5  6
new#a#5  fresh#a#2  6
new#a#8  fresh#a#12  6
new#a#5  fresh#a#12  6
new#a#2  fresh#a#6  6
new#a#4  fresh#a#4  6
new#a#9  fresh#a#11  6
new#a#6  fresh#a#5  6
new#a#10  fresh#a#12  6
new#a#4  fresh#a#12  5
new#a#1  fresh#a#8  5
new#a#2  fresh#a#7  5
new#a#7  fresh#a#5  5
new#a#2  fresh#a#3  5
new#a#11  fresh#a#4  5
new#a#2  fresh#a#10  5
new#a#11  fresh#a#1  4
new#a#3  fresh#a#5  4
new#a#5  fresh#a#5  4
new#a#6  fresh#a#8  4
new#a#3  fresh#a#2  4
new#a#9  fresh#a#5  4
new#a#3  fresh#a#7  4
new#a#7  fresh#a#10  4
new#a#3  fresh#a#11  4
new#a#8  fresh#a#11  4
new#a#7  fresh#a#7  4
new#a#5  fresh#a#7  4
new#a#10  fresh#a#11  4
new#a#7  fresh#a#6  4
new#a#3  fresh#a#4  4
new#a#5  fresh#a#9  3
new#a#8  fresh#a#6  3
new#a#10  fresh#a#6  3
new#a#1  fresh#a#3  3
new#a#10  fresh#a#10  3
new#a#2  fresh#a#8  3
new#a#9  fresh#a#6  3
new#a#11  fresh#a#12  3
new#a#9  fresh#a#7  3
new#a#6  fresh#a#2  3
new#a#2  fresh#a#9  3
new#a#9  fresh#a#10  3
new#a#6  fresh#a#11  3
new#a#4  fresh#a#9  3
new#a#7  fresh#a#3  3
new#a#7  fresh#a#8  3
new#a#11  fresh#a#7  3
new#a#6  fresh#a#4  3
new#a#1  fresh#a#10  3
new#a#4  fresh#a#7  3
new#a#6  fresh#a#9  3
new#a#8  fresh#a#5  3
new#a#8  fresh#a#7  3
new#a#11  fresh#a#9  2
new#a#6  fresh#a#12  2
new#a#3  fresh#a#8  2
new#a#3  fresh#a#6  2
new#a#11  fresh#a#8  2
new#a#6  fresh#a#7  2
new#a#3  fresh#a#9  2
new#a#11  fresh#a#11  2
new#a#10  fresh#a#5  2
new#a#4  fresh#a#5  2
new#a#11  fresh#a#2  2
new#a#11  fresh#a#5  2
new#a#7  fresh#a#9  2
new#a#11  fresh#a#6  2
new#a#8  fresh#a#10  2
new#a#6  fresh#a#6  2
new#a#5  fresh#a#8  2
new#a#5  fresh#a#6  2
new#a#4  fresh#a#6  2
new#a#10  fresh#a#8  1
new#a#4  fresh#a#8  1
new#a#5  fresh#a#3  1
new#a#11  fresh#a#3  1
new#a#10  fresh#a#9  1
new#a#9  fresh#a#3  1
new#a#9  fresh#a#8  1
new#a#9  fresh#a#9  1
new#a#8  fresh#a#9  1
new#a#10  fresh#a#7  1
new#a#8  fresh#a#8  1
new#a#8  fresh#a#3  1
new#a#3  fresh#a#3  1
new#a#11  fresh#a#10  0
new#a#4  fresh#a#10  0
new#a#3  fresh#a#10  0
new#a#4  fresh#a#3  0
new#a#10  fresh#a#3  0
new#a#5  fresh#a#10  0
new#a#6  fresh#a#10  0
new#a#6  fresh#a#3  0

crucial#a  important#a
crucial#a  important#a  (all senses)
crucial#a#1  important#a#3  350
crucial#a#3  important#a#1  63
crucial#a#3  important#a#2  44
crucial#a#1  important#a#2  43
crucial#a#1  important#a#1  36
crucial#a#3  important#a#3  20
crucial#a#1  important#a#5  18
crucial#a#2  important#a#3  17
crucial#a#3  important#a#5  14
crucial#a#1  important#a#4  8
crucial#a#2  important#a#2  7
crucial#a#2  important#a#1  7
crucial#a#3  important#a#4  4
crucial#a#2  important#a#5  4
crucial#a#2  important#a#4  3

hard#a  difficult#a
hard#a  difficult#a  (all senses)
hard#a#1  difficult#a#1  1445
hard#a#2  difficult#a#1  234
hard#a#3  difficult#a#1  49
hard#a#1  difficult#a#2  43
hard#a#5  difficult#a#1  40
hard#a#8  difficult#a#1  25
hard#a#3  difficult#a#2  25
hard#a#9  difficult#a#1  21
hard#a#2  difficult#a#2  19
hard#a#4  difficult#a#1  17
hard#a#11  difficult#a#1  17
hard#a#8  difficult#a#2  14
hard#a#9  difficult#a#2  13
hard#a#6  difficult#a#1  12
hard#a#11  difficult#a#2  12
hard#a#10  difficult#a#1  11
hard#a#4  difficult#a#2  9
hard#a#10  difficult#a#2  8
hard#a#5  difficult#a#2  7
hard#a#6  difficult#a#2  6
hard#a#12  difficult#a#1  6
hard#a#7  difficult#a#1  6
hard#a#7  difficult#a#2  4
hard#a#12  difficult#a#2  4

bad#a  terrible#a
bad#a  terrible#a  (all senses)
bad#a#2  terrible#a#3  109
bad#a#1  terrible#a#2  55
bad#a#1  terrible#a#3  43
bad#a#1  terrible#a#4  38
bad#a#1  terrible#a#1  26
bad#a#5  terrible#a#3  12
bad#a#7  terrible#a#3  11
bad#a#12  terrible#a#3  10
bad#a#5  terrible#a#4  10
bad#a#4  terrible#a#3  10
bad#a#2  terrible#a#4  10
bad#a#10  terrible#a#3  10
bad#a#12  terrible#a#2  10
bad#a#10  terrible#a#4  9
bad#a#6  terrible#a#3  9
bad#a#3  terrible#a#3  9
bad#a#6  terrible#a#2  9
bad#a#4  terrible#a#1  9
bad#a#4  terrible#a#4  9
bad#a#7  terrible#a#2  8
bad#a#10  terrible#a#2  8
bad#a#2  terrible#a#1  8
bad#a#5  terrible#a#1  8
bad#a#7  terrible#a#4  8
bad#a#3  terrible#a#2  8
bad#a#5  terrible#a#2  8
bad#a#4  terrible#a#2  8
bad#a#10  terrible#a#1  7
bad#a#14  terrible#a#3  7
bad#a#2  terrible#a#2  6
bad#a#7  terrible#a#1  6
bad#a#3  terrible#a#1  6
bad#a#11  terrible#a#1  6
bad#a#6  terrible#a#1  6
bad#a#3  terrible#a#4  6
bad#a#9  terrible#a#2  5
bad#a#6  terrible#a#4  5
bad#a#11  terrible#a#3  5
bad#a#14  terrible#a#2  5
bad#a#9  terrible#a#1  5
bad#a#8  terrible#a#3  5
bad#a#12  terrible#a#4  5
bad#a#9  terrible#a#3  5
bad#a#11  terrible#a#2  4
bad#a#14  terrible#a#4  4
bad#a#13  terrible#a#3  4
bad#a#12  terrible#a#1  4
bad#a#14  terrible#a#1  3
bad#a#11  terrible#a#4  3
bad#a#13  terrible#a#2  3
bad#a#9  terrible#a#4  3
bad#a#13  terrible#a#1  2
bad#a#8  terrible#a#2  2
bad#a#13  terrible#a#4  2
bad#a#8  terrible#a#1  1
bad#a#8  terrible#a#4  0

hard#a  tough#a
hard#a  tough#a  (all senses)
hard#a#1  tough#a#9  371
hard#a#1  tough#a#2  289
hard#a#2  tough#a#9  208
hard#a#2  tough#a#2  199
hard#a#2  tough#a#1  122
hard#a#4  tough#a#3  85
hard#a#11  tough#a#8  78
hard#a#1  tough#a#7  38
hard#a#3  tough#a#7  31
hard#a#1  tough#a#1  26
hard#a#1  tough#a#3  26
hard#a#5  tough#a#9  25
hard#a#5  tough#a#2  21
hard#a#1  tough#a#8  19
hard#a#2  tough#a#7  18
hard#a#3  tough#a#1  17
hard#a#3  tough#a#9  16
hard#a#1  tough#a#5  15
hard#a#9  tough#a#1  15
hard#a#1  tough#a#6  14
hard#a#11  tough#a#9  14
hard#a#3  tough#a#3  14
hard#a#8  tough#a#1  14
hard#a#4  tough#a#9  13
hard#a#11  tough#a#1  13
hard#a#9  tough#a#9  12
hard#a#4  tough#a#8  12
hard#a#1  tough#a#4  11
hard#a#3  tough#a#2  11
hard#a#11  tough#a#2  11
hard#a#9  tough#a#7  11
hard#a#3  tough#a#8  10
hard#a#4  tough#a#2  10
hard#a#8  tough#a#7  10
hard#a#8  tough#a#8  10
hard#a#11  tough#a#6  10
hard#a#2  tough#a#8  10
hard#a#11  tough#a#4  10
hard#a#9  tough#a#8  10
hard#a#2  tough#a#3  9
hard#a#3  tough#a#5  9
hard#a#10  tough#a#8  9
hard#a#8  tough#a#9  9
hard#a#8  tough#a#3  8
hard#a#4  tough#a#1  8
hard#a#11  tough#a#7  8
hard#a#3  tough#a#4  8
hard#a#8  tough#a#2  8
hard#a#11  tough#a#3  7
hard#a#8  tough#a#5  7
hard#a#8  tough#a#4  7
hard#a#5  tough#a#8  7
hard#a#10  tough#a#7  7
hard#a#12  tough#a#8  7
hard#a#4  tough#a#7  7
hard#a#2  tough#a#6  6
hard#a#4  tough#a#4  6
hard#a#9  tough#a#2  6
hard#a#3  tough#a#6  6
hard#a#11  tough#a#5  5
hard#a#2  tough#a#4  5
hard#a#2  tough#a#5  5
hard#a#12  tough#a#9  5
hard#a#8  tough#a#6  5
hard#a#10  tough#a#1  5
hard#a#10  tough#a#9  5
hard#a#4  tough#a#6  5
hard#a#5  tough#a#6  5
hard#a#5  tough#a#7  5
